municipio,suelo_arcilloso,suelo_arenoso,suelo_fertil,suelo_limitado
SAN LUIS ACATLÁN,0.0,68.60155000712408,31.398449992875932,0.0
AZOYÚ,0.0,69.93103980449463,30.068960195505372,0.0
CUAJINICUILAPA,0.0,3.0824745188298226,96.91752548117017,0.0
MARQUELIA,0.0,17.094299792804502,82.90570020719551,0.0
JUCHITÁN,0.0,0.0,100.0,0.0
COYUCA DE CATALÁN,0.0,45.49575057093706,54.50424942906294,0.0
PUNGARABATO,0.0,100.0,0.0,0.0
ZIRÁNDARO,0.0,27.104464949228422,72.89553505077157,0.0
CUTZAMALA DE PINZÓN,0.0,100.0,0.0,0.0
TLALCHAPA,0.0,100.0,0.0,0.0
ARCELIA,0.0,100.0,0.0,0.0
TLAPEHUALA,0.0,100.0,0.0,0.0
AJUCHITLÁN DEL PROGRESO,0.0,79.8319578815094,3.4445263062945983,0.0
SAN MIGUEL TOTOLAPAN,0.0,55.430024435628134,0.0,0.0
CHILPANCINGO DE LOS BRAVO,0.0,67.71827341980297,31.50534947245352,0.0
MÁRTIR DE CUILAPAN,0.0,100.0,0.0,0.0
TIXTLA DE GUERRERO,0.0,100.00000000000001,0.0,0.0
GENERAL HELIODORO CASTILLO,0.0,44.95226865302061,23.044404532990523,0.0
LEONARDO BRAVO,0.0,6.518780224138902,93.4812197758611,0.0
EDUARDO NERI,0.0,76.6260208139001,23.373979186099913,0.0
MOCHITLÁN,0.0,100.0,0.0,0.0
QUECHULTENANGO,0.0,100.0,0.0,0.0
AHUACUOTZINGO,0.0,100.0,0.0,0.0
CHILAPA DE ÁLVAREZ,0.0,100.0,0.0,0.0
ZITLALA,0.0,100.0,0.0,0.0
JOSÉ JOAQUÍN DE HERRERA,0.0,100.0,0.0,0.0
COPANATOYAC,0.0,100.0,0.0,0.0
TLAPA DE COMONFORT,0.0,100.0,0.0,0.0
XALPATLÁHUAC,0.0,99.99999999999999,0.0,0.0
CUALÁC,0.0,100.0,0.0,0.0
OLINALÁ,0.0,100.0,0.0,0.0
ALPOYECA,0.0,100.0,0.0,0.0
HUAMUXTITLÁN,0.0,100.0,0.0,0.0
XOCHIHUEHUETLÁN,0.0,100.00000000000001,0.0,0.0
ATLIXTAC,0.0,100.0,0.0,0.0
TLACOAPA,0.0,99.99999999999999,0.0,0.0
ZAPOTITLÁN TABLAS,0.0,99.99999999999999,0.0,0.0
ACATEPEC,0.0,100.0,0.0,0.0
ATLAMAJALCINGO DEL MONTE,0.0,99.99999999999999,0.0,0.0
MALINALTEPEC,0.0,99.99999999999999,0.0,0.0
ILIATENCO,0.0,99.99999999999999,0.0,0.0
ALCOZAUCA DE GUERRERO,0.0,100.0,0.0,0.0
TLALIXTAQUILLA DE MALDONADO,0.0,100.0,0.0,0.0
METLATÓNOC,0.0,100.0,0.0,0.0
COCHOAPA EL GRANDE,0.0,100.0,0.0,0.0
BUENAVISTA DE CUÉLLAR,0.0,18.129245079548383,81.87075492045162,0.0
